boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource-1,boundarySource-2,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,boundaryUpdate,downloadURL
BOL-ADM2-3_0_0-G67,BOL,2015.0,ADM2,GeoBolivia,Derived from ADM3 layer,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BOL/ADM2/geoBoundaries-3_0_0-BOL-ADM2-all.zip
BOL-ADM3-3_0_0-G68,BOL,2015.0,ADM3,GeoBolivia,,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BOL/ADM3/geoBoundaries-3_0_0-BOL-ADM3-all.zip
BIH-ADM0-3_0_0-G69,BIH,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BIH/ADM0/geoBoundaries-3_0_0-BIH-ADM0-all.zip
BIH-ADM1-3_0_0-G70,BIH,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BIH/ADM1/geoBoundaries-3_0_0-BIH-ADM1-all.zip
BIH-ADM2-3_0_0-G71,BIH,2014.0,ADM2,Codrina Maria Ille,Datahub,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International (CC BY 4.0),https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities/resource/7a0be509-53e2-41d1-840a-b6391cc012d0,https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BIH/ADM2/geoBoundaries-3_0_0-BIH-ADM2-all.zip
BWA-ADM0-3_0_0-G72,BWA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BWA/ADM0/geoBoundaries-3_0_0-BWA-ADM0-all.zip
BWA-ADM1-3_0_0-G73,BWA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BWA/ADM1/geoBoundaries-3_0_0-BWA-ADM1-all.zip
BWA-ADM2-3_0_0-G74,BWA,2015.0,ADM2,RCMRD,,Public Domain,PD,http://geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#license-more-above,http://geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#more,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BWA/ADM2/geoBoundaries-3_0_0-BWA-ADM2-all.zip
BRA-ADM0-3_0_0-G75,BRA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BRA/ADM0/geoBoundaries-3_0_0-BRA-ADM0-all.zip
BRA-ADM1-3_0_0-G76,BRA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BRA/ADM1/geoBoundaries-3_0_0-BRA-ADM1-all.zip
BRA-ADM2-3_0_0-G77,BRA,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BRA/ADM2/geoBoundaries-3_0_0-BRA-ADM2-all.zip
BRN-ADM0-3_0_0-G78,BRN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BRN/ADM0/geoBoundaries-3_0_0-BRN-ADM0-all.zip
BRN-ADM1-3_0_0-G79,BRN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BRN/ADM1/geoBoundaries-3_0_0-BRN-ADM1-all.zip
BRN-ADM2-3_0_0-G80,BRN,2006.0,ADM2,IFAD,,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BRN/ADM2/geoBoundaries-3_0_0-BRN-ADM2-all.zip
BGR-ADM0-3_0_0-G81,BGR,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BGR/ADM0/geoBoundaries-3_0_0-BGR-ADM0-all.zip
BGR-ADM1-3_0_0-G82,BGR,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BGR/ADM1/geoBoundaries-3_0_0-BGR-ADM1-all.zip
BGR-ADM2-3_0_0-G83,BGR,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BGR/ADM2/geoBoundaries-3_0_0-BGR-ADM2-all.zip
BFA-ADM0-3_0_0-G84,BFA,2017.0,ADM0,"Second Administrative Level Boundaries Project (SALB), Institut G̩ographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BFA/ADM0/geoBoundaries-3_0_0-BFA-ADM0-all.zip
BFA-ADM1-3_0_0-G85,BFA,2017.0,ADM1,"Second Administrative Level Boundaries Project (SALB), Institut G̩ographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BFA/ADM1/geoBoundaries-3_0_0-BFA-ADM1-all.zip
BFA-ADM2-3_0_0-G86,BFA,2017.0,ADM2,"Second Administrative Level Boundaries Project (SALB), Institut G̩ographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BFA/ADM2/geoBoundaries-3_0_0-BFA-ADM2-all.zip
BFA-ADM3-3_0_0-G87,BFA,2007.0,ADM3,"New York University Spatial Data Repository, Stanford University",Map Maker Limited,Public Domain,License on metadata pop-up on source page,https://geo.nyu.edu/catalog/stanford-bv378fk8507,https://geo.nyu.edu/catalog/stanford-bv378fk8507,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BFA/ADM3/geoBoundaries-3_0_0-BFA-ADM3-all.zip
BDI-ADM0-3_0_0-G88,BDI,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BDI/ADM0/geoBoundaries-3_0_0-BDI-ADM0-all.zip
BDI-ADM1-3_0_0-G89,BDI,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BDI/ADM1/geoBoundaries-3_0_0-BDI-ADM1-all.zip
BDI-ADM2-3_0_0-G90,BDI,2007.0,ADM2,"New York University Spatial Data Repository, Stanford University",Map Maker Limited,Public Domain,License on metadata pop-up on source page,https://geo.nyu.edu/catalog/stanford-th822mn7301#iso-metadata-reference-info,https://geo.nyu.edu/catalog/stanford-th822mn7301,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/BDI/ADM2/geoBoundaries-3_0_0-BDI-ADM2-all.zip
KHM-ADM0-3_0_0-G91,KHM,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/KHM/ADM0/geoBoundaries-3_0_0-KHM-ADM0-all.zip
KHM-ADM1-3_0_0-G92,KHM,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/KHM/ADM1/geoBoundaries-3_0_0-KHM-ADM1-all.zip
KHM-ADM2-3_0_0-G93,KHM,2014.0,ADM2,Open Development Mekong,Open Development Cambodia,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons,https://opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,https://opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/KHM/ADM2/geoBoundaries-3_0_0-KHM-ADM2-all.zip
KHM-ADM3-3_0_0-G94,KHM,2014.0,ADM3,Open Development Mekong,Open Development Cambodia,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons,https://opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,https://opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/KHM/ADM3/geoBoundaries-3_0_0-KHM-ADM3-all.zip
CMR-ADM0-3_0_0-G95,CMR,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CMR/ADM0/geoBoundaries-3_0_0-CMR-ADM0-all.zip
CMR-ADM1-3_0_0-G96,CMR,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CMR/ADM1/geoBoundaries-3_0_0-CMR-ADM1-all.zip
CMR-ADM2-3_0_0-G97,CMR,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CMR/ADM2/geoBoundaries-3_0_0-CMR-ADM2-all.zip
CMR-ADM3-3_0_0-G98,CMR,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CMR/ADM3/geoBoundaries-3_0_0-CMR-ADM3-all.zip
CAN-ADM0-3_0_0-G99,CAN,2020.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAN/ADM0/geoBoundaries-3_0_0-CAN-ADM0-all.zip
CAN-ADM1-3_0_0-G100,CAN,2020.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAN/ADM1/geoBoundaries-3_0_0-CAN-ADM1-all.zip
CAN-ADM2-3_0_0-G101,CAN,2016.0,ADM2,Statistics Canada (StatCan),,Open Data Commons Open Database License 1.0,"Statistics Canada Open License Agreement, http://www.statcan.gc.ca/eng/reference/licence",https://www.statcan.gc.ca/eng/reference/licence,http://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAN/ADM2/geoBoundaries-3_0_0-CAN-ADM2-all.zip
CAN-ADM3-3_0_0-G102,CAN,2016.0,ADM3,Statistics Canada (StatCan),,Open Data Commons Open Database License 1.0,"Statistics Canada Open License Agreement, http://www.statcan.gc.ca/eng/reference/licence",https://www.statcan.gc.ca/eng/reference/licence,http://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAN/ADM3/geoBoundaries-3_0_0-CAN-ADM3-all.zip
CPV-ADM0-3_0_0-G103,CPV,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CPV/ADM0/geoBoundaries-3_0_0-CPV-ADM0-all.zip
CPV-ADM1-3_0_0-G104,CPV,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CPV/ADM1/geoBoundaries-3_0_0-CPV-ADM1-all.zip
CPV-ADM2-3_0_0-G105,CPV,2017.0,ADM2,Second Administrative Level Boundaries (SALB) Project,OCHA ROWCA,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/cape-verde-administrative-boundaries,https://data.humdata.org/dataset/cape-verde-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CPV/ADM2/geoBoundaries-3_0_0-CPV-ADM2-all.zip
CAF-ADM0-3_0_0-G106,CAF,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAF/ADM0/geoBoundaries-3_0_0-CAF-ADM0-all.zip
CAF-ADM1-3_0_0-G107,CAF,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAF/ADM1/geoBoundaries-3_0_0-CAF-ADM1-all.zip
CAF-ADM2-3_0_0-G108,CAF,2016.0,ADM2,International Organization for Migration (IOM),OpenStreetMap,Non-Commercial Use Only,Non-commercial use only,https://www.humanitarianresponse.info/en/applications/data/page/terms-use,https://data.humdata.org/dataset/central-african-republic-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAF/ADM2/geoBoundaries-3_0_0-CAF-ADM2-all.zip
CAF-ADM3-3_0_0-G109,CAF,2016.0,ADM3,International Organization for Migration (IOM),OpenStreetMap,Non-Commercial Use Only,Non-commercial use only,https://www.humanitarianresponse.info/en/applications/data/page/terms-use,https://data.humdata.org/dataset/central-african-republic-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CAF/ADM3/geoBoundaries-3_0_0-CAF-ADM3-all.zip
TCD-ADM0-3_0_0-G110,TCD,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TCD/ADM0/geoBoundaries-3_0_0-TCD-ADM0-all.zip
TCD-ADM1-3_0_0-G111,TCD,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TCD/ADM1/geoBoundaries-3_0_0-TCD-ADM1-all.zip
TCD-ADM2-3_0_0-G112,TCD,2017.0,ADM2,"United Nations Office for the Coordination of Humanitarian Affairs, Chad",,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,https://data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TCD/ADM2/geoBoundaries-3_0_0-TCD-ADM2-all.zip
CHL-ADM0-3_0_0-G113,CHL,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHL/ADM0/geoBoundaries-3_0_0-CHL-ADM0-all.zip
CHL-ADM1-3_0_0-G114,CHL,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHL/ADM1/geoBoundaries-3_0_0-CHL-ADM1-all.zip
CHL-ADM2-3_0_0-G115,CHL,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHL/ADM2/geoBoundaries-3_0_0-CHL-ADM2-all.zip
CHN-ADM0-3_0_0-G116,CHN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHN/ADM0/geoBoundaries-3_0_0-CHN-ADM0-all.zip
CHN-ADM1-3_0_0-G117,CHN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHN/ADM1/geoBoundaries-3_0_0-CHN-ADM1-all.zip
CHN-ADM2-3_0_0-G118,CHN,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHN/ADM2/geoBoundaries-3_0_0-CHN-ADM2-all.zip
CHN-ADM3-3_0_0-G119,CHN,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHN/ADM3/geoBoundaries-3_0_0-CHN-ADM3-all.zip
